餐厅名称,餐厅图片,菜品类型,推荐菜品,餐厅地址,经度,纬度,附近交通,餐厅电话,开放时间,必吃指数,人均消费,排队情况,附近景点
王家沙,,上海菜,蒸饺,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
王家沙,,上海菜,蛋饼,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
王家沙,,上海菜,豆浆,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
王家沙,,上海菜,馄饨,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
王家沙,,上海菜,馄饨面,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
王家沙,,上海菜,鲜肉月饼,上海市南京西路805号，静安区,121.4612,31.2306,地铁2/7号线静安寺站,,07:00-21:00,4,30,"高排队,排队通常30分钟+",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,前菜,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,意面,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,汉堡,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,沙拉,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,海鲜,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,烤肉,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,牛排,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,甜点,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,葡萄酒,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
美琪大戏院楼下西餐厅,,西餐/国际菜,鸡尾酒,"上海市南京西路66号,静安区",121.4612,31.2278,地铁2/7号线静安寺站,021 6248 6666,11:00-22:00,4,120,"中等排队,预订推荐",静安寺
远苑餐厅,,上海菜,东坡肉,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,八宝鸭,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,叉烧,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,本帮菜,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,松鼠鱼,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,红烧鳗鱼,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,虾仁馄饨,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,螺蛳粉,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,蟹粉豆腐,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
远苑餐厅,,上海菜,麻婆豆腐,上海市愚园路1号，静安寺，静安区,121.4471,31.2249,地铁2/7号线静安寺站,021 6288 9477,10:00-21:30,4,100,中等排队,静安寺
泰康食品店,,上海小吃,万年青饼干,上海市黄浦区南京东路766号,121.4812,31.2358,地铁2/10号线南京东路站,021-63222482,09:00-20:30,3,35,下午人多,静安寺
泰康食品店,,上海小吃,沙琪玛,上海市黄浦区南京东路766号,121.4812,31.2358,地铁2/10号线南京东路站,021-63222482,09:00-20:30,3,35,下午人多,静安寺
泰康食品店,,上海小吃,绿豆糕,上海市黄浦区南京东路766号,121.4812,31.2358,地铁2/10号线南京东路站,021-63222482,09:00-20:30,3,35,下午人多,静安寺
泰康食品店,,上海小吃,苔条,上海市黄浦区南京东路766号,121.4812,31.2358,地铁2/10号线南京东路站,021-63222482,09:00-20:30,3,35,下午人多,静安寺
泰康食品店,,上海小吃,蝴蝶酥,上海市黄浦区南京东路766号,121.4812,31.2358,地铁2/10号线南京东路站,021-63222482,09:00-20:30,3,35,下午人多,静安寺
瑞福园,,本帮菜,本帮菜,上海市静安区延安西路1088号,121.4305,31.2185,地铁2/7号线静安寺站,021-62890088,11:00-22:00,3,145,晚餐需预订,静安寺
瑞福园,,本帮菜,河鲜,上海市静安区延安西路1088号,121.4305,31.2185,地铁2/7号线静安寺站,021-62890088,11:00-22:00,3,145,晚餐需预订,静安寺
瑞福园,,本帮菜,糟钵头,上海市静安区延安西路1088号,121.4305,31.2185,地铁2/7号线静安寺站,021-62890088,11:00-22:00,3,145,晚餐需预订,静安寺
瑞福园,,本帮菜,红烧肉,上海市静安区延安西路1088号,121.4305,31.2185,地铁2/7号线静安寺站,021-62890088,11:00-22:00,3,145,晚餐需预订,静安寺
瑞福园,,本帮菜,蟹类,上海市静安区延安西路1088号,121.4305,31.2185,地铁2/7号线静安寺站,021-62890088,11:00-22:00,3,145,晚餐需预订,静安寺
瓯越·尊鲜·瓯味一品,,温州菜,海鲜,上海市静安区愚园路68号L6-05铺,121.4461,31.2249,地铁2/7号线静安寺站,021-62580088,11:00-21:00,3,90,周末需预订,静安寺
瓯越·尊鲜·瓯味一品,,温州菜,温州菜,上海市静安区愚园路68号L6-05铺,121.4461,31.2249,地铁2/7号线静安寺站,021-62580088,11:00-21:00,3,90,周末需预订,静安寺
瓯越·尊鲜·瓯味一品,,温州菜,烧味,上海市静安区愚园路68号L6-05铺,121.4461,31.2249,地铁2/7号线静安寺站,021-62580088,11:00-21:00,3,90,周末需预订,静安寺
瓯越·尊鲜·瓯味一品,,温州菜,老火汤,上海市静安区愚园路68号L6-05铺,121.4461,31.2249,地铁2/7号线静安寺站,021-62580088,11:00-21:00,3,90,周末需预订,静安寺
福1088,,本帮菜,上海菜,上海市静安区镇宁路1088号,121.432,31.219,地铁2/7号线静安寺站,021-52376878,11:00-22:00,3,125,周末需预订,静安寺
福1088,,本帮菜,八宝辣酱,上海市静安区镇宁路1088号,121.432,31.219,地铁2/7号线静安寺站,021-52376878,11:00-22:00,3,125,周末需预订,静安寺
福1088,,本帮菜,生煸草头,上海市静安区镇宁路1088号,121.432,31.219,地铁2/7号线静安寺站,021-52376878,11:00-22:00,3,125,周末需预订,静安寺
福1088,,本帮菜,福建菜,上海市静安区镇宁路1088号,121.432,31.219,地铁2/7号线静安寺站,021-52376878,11:00-22:00,3,125,周末需预订,静安寺
福1088,,本帮菜,红烧肉,上海市静安区镇宁路1088号,121.432,31.219,地铁2/7号线静安寺站,021-52376878,11:00-22:00,3,125,周末需预订,静安寺
蘭心餐厅,,本帮菜,本帮菜,上海市静安区进贤路130号,121.4558,31.2278,地铁2/7号线静安寺站,021-62530701,11:00-22:00,3,150,晚餐需预订,静安寺
蘭心餐厅,,本帮菜,生煸草头,上海市静安区进贤路130号,121.4558,31.2278,地铁2/7号线静安寺站,021-62530701,11:00-22:00,3,150,晚餐需预订,静安寺
蘭心餐厅,,本帮菜,红烧肉,上海市静安区进贤路130号,121.4558,31.2278,地铁2/7号线静安寺站,021-62530701,11:00-22:00,3,150,晚餐需预订,静安寺
蘭心餐厅,,本帮菜,西菜合璧,上海市静安区进贤路130号,121.4558,31.2278,地铁2/7号线静安寺站,021-62530701,11:00-22:00,3,150,晚餐需预订,静安寺
长春食品商店,,上海小吃,万年青饼干,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
长春食品商店,,上海小吃,沙琪玛,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
长春食品商店,,上海小吃,绿豆糕,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
长春食品商店,,上海小吃,苔条,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
长春食品商店,,上海小吃,蝴蝶酥,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
长春食品商店,,上海小吃,雞仔餅,上海市静安区淮海中路615号,121.4589,31.2235,地铁1/10/12号线陕西南路站,021-54030101,09:00-20:30,3,35,节假日人多,静安寺
静安面包房,,上海小吃,拿破仑蛋糕,上海市静安区南京西路1001号,121.4556,31.2298,地铁2/7号线静安寺站,021-62536286,09:00-20:00,3,40,周末排队多,静安寺
静安面包房,,上海小吃,栗子蛋糕,上海市静安区南京西路1001号,121.4556,31.2298,地铁2/7号线静安寺站,021-62536286,09:00-20:00,3,40,周末排队多,静安寺
静安面包房,,上海小吃,法式面包,上海市静安区南京西路1001号,121.4556,31.2298,地铁2/7号线静安寺站,021-62536286,09:00-20:00,3,40,周末排队多,静安寺
静安面包房,,上海小吃,白脱小球,上海市静安区南京西路1001号,121.4556,31.2298,地铁2/7号线静安寺站,021-62536286,09:00-20:00,3,40,周末排队多,静安寺
静安面包房,,上海小吃,羊角面包,上海市静安区南京西路1001号,121.4556,31.2298,地铁2/7号线静安寺站,021-62536286,09:00-20:00,3,40,周末排队多,静安寺
龙记茶餐厅,,港式茶餐厅,叉烧包,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,叉烧饭,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,港式奶茶,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,烤鹅,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,烧卖,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,牛腩面,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,虾饺,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,蛋挞,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,鸡腿饭,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
龙记茶餐厅,,港式茶餐厅,鸡蛋仔,上海市南京西路1618号，静安寺，久光百货，静安区,121.4464,31.2236,地铁2/7号线静安寺站,021 6288 2757,10:00-22:00,3,50,"高排队,排队30分钟+",静安寺
Da Vittorio Shanghai,,意大利高档餐厅,主厨推荐,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,帕玛火腿,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,意大利烩饭,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,意大利面,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,时令菜肴,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,海鲜,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,精致甜点,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,肉类,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,芝士,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Da Vittorio Shanghai,,意大利高档餐厅,葡萄酒,上海市黄浦区中山东二路600号外滩金融中心N3幢3层,121.4972,31.2275,地铁2号线南京东路站/十六铺码头,,11:30-14:00、17:30-22:00,5,300,需预订,黄浦江游船
Hongling Restaurant,,中餐/粤菜,时令菜肴,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,海鲜,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,炖汤,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,点心,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,烧腊,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,米饭,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,粤菜,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,肉类,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,蔬菜,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Hongling Restaurant,,中餐/粤菜,面食,上海市黄浦区四川南路29号,121.4906,31.2316,地铁2号线南京东路站,,11:00-14:00、17:00-21:00,5,120,中等人流,黄浦江游船
Xiejia Courtyard,,高档中餐,养生汤品,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,创意菜肴,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,时令菜肴,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,海鲜,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,点心,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,特色菜肴,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,米其林风格,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,精品粤菜,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,精选食材,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
Xiejia Courtyard,,高档中餐,肉类,上海市黄浦区广东路59号,121.49,31.2339,地铁2号线南京东路站/外滩南京东路,,11:30-14:00、17:30-22:00,5,250,需预订,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,上海风味,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,八宝鸭,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,时令菜肴,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,汤品,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,特色小食,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,米饭,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,红烧肉,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,老字号菜肴,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,蟹粉豆腐,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
上海滩餐厅,,上海菜/怀旧餐厅,面食,上海市黄浦区黄陂南路373号,121.4755,31.2214,地铁8号线打浦桥站/五一广场附近,,11:00-14:00、16:30-21:00,5,100,中等人流,黄浦江游船
南麓.浙里,,浙江菜,养生菜,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,时令菜肴,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,汤品,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,浙江风味,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,浙菜特色,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,特色小食,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,腌笃鲜,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,西湖醋鱼,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,鸭血粉丝,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
南麓.浙里,,浙江菜,龙井虾仁,上海市黄浦区四川中路216号,121.4889,31.2358,地铁2号线南京东路站/十六铺码头附近,,11:00-14:00、17:00-21:00,5,120,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,时令菜肴,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,汤品,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,河鲜,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,海鲜,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,点心,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,烧腊,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,粤式小吃,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,粤菜精品,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,精选肉类,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Canton Table,,粤菜/高档餐厅,绍兴酒,上海市黄浦区中山东一路3号外滩三号35层,121.4908,31.2342,地铁2号线南京东路站/黄浦江沿岸,,11:30-14:00、17:30-22:00,4,200,推荐预订,黄浦江游船
Hakkasan,,高档粤菜,养生汤品,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,名酒,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,时令菜肴,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,海鲜,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,点心,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,特色烹饪,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,米其林风格,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
Hakkasan,,高档粤菜,粤菜精品,上海市黄浦区中山东一路18号,121.4897,31.2384,地铁2号线南京东路站,,11:30-14:00、17:30-22:00,4,300,需预订,黄浦江游船
